"movieID","movieName","genre","rating"
"1","Toy Story","Animation",4.14684641309581
"2","Jumanji","Adventure",3.54054054054054
"3","Grumpier Old Men","Comedy",3.0625
"4","Waiting to Exhale","Comedy",3.05
"5","Father of the Bride Part II","Comedy",4.25
"6","Heat","Action",2.94214876033058
"7","Sabrina","Comedy",2.66336633663366
"8","Tom and Huck","Adventure",2.37323943661972
"9","Sudden Death","Action",3.08974358974359
"10","GoldenEye","Action",2.97844827586207
"11","American President, The","Comedy",3.3298969072165
"12","Dracula: Dead and Loving It","Comedy",3.18556701030928
"13","Balto","Animation",3.8695652173913
"14","Nixon","Drama",3.26859504132231
"15","Cutthroat Island","Action",2.72592592592593
"16","Casino","Drama",3.70431893687708
"17","Sense and Sensibility","Drama",3.56589147286822
"18","Four Rooms","Thriller",3.40441176470588
"19","Ace Ventura: When Nature Calls","Comedy",3.34615384615385
"20","Money Train","Action",3.21794871794872
"21","Get Shorty","Action",3.58695652173913
"22","Copycat","Crime",3.2520325203252
"23","Assassins","Thriller",3.70260869565217
"24","Powder","Drama",1.81666666666667
"25","Leaving Las Vegas","Drama",3.23979591836735
"26","Othello","Drama",2.76923076923077
"27","Now and Then","Drama",3.75563258232236
"28","Persuasion","Romance",3.98642533936652
"29","City of Lost Children, The","Adventure",3.24603174603175
"30","Shanghai Triad","Drama",3.61092150170648
"31","Dangerous Minds","Drama",3.625
"32","Twelve Monkeys","Drama",3.16279069767442
"33","Wings of Courage","Adventure",3.89416419386746
"34","Babe","Children's",3.68838028169014
"35","Carrington","Drama",3.21212121212121
"36","Dead Man Walking","Drama",3.07739938080495
"37","Across the Sea of Time","Documentary",3.47962382445141
"38","It Takes Two","Comedy",3.69714285714286
"39","Clueless","Comedy",3.44947735191638
"40","Cry, the Beloved Country","Drama",3.64497041420118
"41","Richard III","Drama",3.93197278911565
"42","Dead Presidents","Action",4.1218487394958
"43","Restoration","Drama",2.66016260162602
"44","Mortal Kombat","Action",3.27272727272727
"45","To Die For","Comedy",3.66666666666667
"46","How to Make an American Quilt","Drama",3.52639296187683
"47","Seven","Crime",3
"48","Pocahontas","Animation",4.0379746835443
"Romance","Romance","Romance",NA
"49","When Night Is Falling","Drama",3.48106060606061
"50","Usual Suspects, The","Crime",2.84259259259259
"51","Guardian Angel","Action",3.28571428571429
"52","Mighty Aphrodite","Comedy",4.06666666666667
"53","Lamerica","Drama",3.48387096774194
"54","Big Green, The","Children's",3.32815964523282
"55","Georgia","Drama",3.23255813953488
"56","Kids of the Round Table","Adventure",3.82191780821918
"57","Home for the Holidays","Drama",3.41836734693878
"58","Postino, Il","Drama",2.91428571428571
"59","Confessional, The","Drama",3.30864197530864
"60","Indian in the Cupboard, The","Adventure",2.73684210526316
"61","Eye for an Eye","Drama",3.54
"62","Mr. Holland's Opus","Drama",3.55839416058394
"63","Don't Be a Menace to South Central While Drinking Your Juice in the Hood","Comedy",3.27272727272727
"64","Two if by Sea","Comedy",3.40083507306889
"65","Bio-Dome","Comedy",3.58333333333333
"66","Lawnmower Man 2: Beyond Cyberspace","Sci-Fi",3.94147582697201
"67","Two Bits","Drama",3.55080213903743
"68","French Twist","Comedy",2.5
"69","Friday","Comedy",3.15384615384615
"70","From Dusk Till Dawn","Action",2.89473684210526
"Horror","Horror","Horror",NA
"71","Fair Game","Action",4.16571428571429
"72","Kicking and Screaming","Comedy",3.78260869565217
"73","Misérables, Les","Drama",3.68571428571429
"74","Bed of Roses","Drama",3.92727272727273
"75","Big Bully","Comedy",3.1484375
"76","Screamers","Sci-Fi",3
"77","Nico Icon","Documentary",3.4
"78","Crossing Guard, The","Drama",3.86138613861386
"79","Juror, The","Drama",4
"80","White Balloon, The","Drama",3.97983870967742
"81","Things to Do in Denver when You're Dead","Crime",3.83602150537634
"82","Antonia's Line","Drama",3.97134238310709
"83","Once Upon a Time... When We Were Colored","Drama",2.85714285714286
"84","Last Summer in the Hamptons","Comedy",4.01835853131749
"85","Angels and Insects","Drama",3.61751152073733
"86","White Squall","Adventure",3.7012987012987
"87","Dunston Checks In","Children's",3.53048780487805
"88","Black Sheep","Comedy",4.09620991253644
"89","Nick of Time","Action",3.77862595419847
"90","Journey of August King, The","Drama",4.07915567282322
"92","Mary Reilly","Drama",3.31149927219796
"93","Vampire in Brooklyn","Comedy",4.13582208101668
"94","Beautiful Girls","Drama",4.09011373578303
"95","Broken Arrow","Action",2.79356568364611
"96","In the Bleak Midwinter","Comedy",3.54194407456724
"97","Hate","Drama",3.40735294117647
"98","Shopping","Action",3.73148901545972
"99","Heidi Fleiss: Hollywood Madam","Documentary",3.88441330998249
"100","City Hall","Drama",3.97674418604651
"101","Bottle Rocket","Comedy",3.96518289995593
"102","Mr. Wrong","Comedy",2.4
"103","Unforgettable","Thriller",3.98969072164948
"104","Happy Gilmore","Comedy",3.79380445304937
"105","Bridges of Madison County, The","Drama",4.23495702005731
"106","Nobody Loves Me","Comedy",2.80714285714286
"107","Muppet Treasure Island","Adventure",3.68613861386139
"Musical","Musical","Musical",NA
"108","Catwalk","Documentary",2
"109","Headless Body in Topless Bar","Comedy",3.9228855721393
"110","Braveheart","Action",4.22567287784679
"111","Taxi Driver","Drama",1.78571428571429
"112","Rumble in the Bronx","Action",2
"113","Before and After","Drama",4.18387096774194
"114","Margaret's Museum","Drama",4.09574468085106
"115","Happiness Is in the Field","Comedy",3.42857142857143
"116","Anne Frank Remembered","Documentary",3
"117","Young Poisoner's Handbook, The","Crime",2.87096774193548
"118","If Lucy Fell","Comedy",1
"119","Steal Big, Steal Little","Comedy",3.41176470588235
"120","Race the Sun","Drama",4.25
"121","Boys of St. Vincent, The","Drama",2
"122","Boomerang","Comedy",3.20588235294118
"123","Chungking Express","Drama",3.44385964912281
"124","Star Maker, The","Drama",3.58333333333333
"125","Flirting With Disaster","Comedy",3.07692307692308
"126","NeverEnding Story III, The","Adventure",3.72727272727273
"127","Silence of the Palace, The","Drama",3.74074074074074
"128","Jupiter's Wife","Documentary",3.77922077922078
"129","Pie in the Sky","Comedy",2.37223974763407
"130","Angela","Drama",3.68396501457726
"131","Frankie Starlight","Drama",2.92352941176471
"132","Jade","Thriller",3.46493212669683
"133","Nueba Yol","Comedy",2.9811320754717
"134","Sonic Outlaws","Documentary",3.25974025974026
"135","Down Periscope","Comedy",4.32407407407407
"136","From the Journals of Jean Seberg","Documentary",4.25909090909091
"137","Man of the Year","Documentary",2
"138","Neon Bible, The","Drama",3
"139","Target","Action",3.18918918918919
"140","Up Close and Personal","Drama",4.33520950594121
"141","Birdcage, The","Comedy",3.85714285714286
"142","Shadows","Drama",4
"143","Gospa","Drama",3.09090909090909
"144","Brothers McMullen, The","Comedy",1
"145","Bad Boys","Action",3.75
"146","Amazing Panda Adventure, The","Adventure",2.5
"147","Basketball Diaries, The","Drama",4.32129963898917
"148","Awfully Big Adventure, An","Drama",4.50793650793651
"149","Amateur","Crime",3.5
"150","Apollo 13","Drama",3.93037974683544
"151","Rob Roy","Drama",3.48387096774194
"152","Addiction, The","Horror",3.48275862068966
"153","Batman Forever","Action",3.42857142857143
"Crime","Crime","Crime",NA
"154","Belle de jour","Drama",3.73333333333333
"155","Beyond Rangoon","Drama",4.09756097560976
"156","Blue in the Face","Comedy",2.16666666666667
"157","Canadian Bacon","Comedy",3.9468085106383
"158","Casper","Adventure",3.90625
"159","Clockers","Drama",2.94736842105263
"160","Congo","Action",3.6
"Sci-Fi","Sci-Fi","Sci-Fi",NA
"161","Crimson Tide","Drama",1
"162","Crumb","Documentary",2.8936170212766
"163","Desperado","Action",2.05555555555556
"164","Devil in a Blue Dress","Crime",3.72222222222222
"Thriller","Thriller","Thriller",NA
"165","Die Hard: With a Vengeance","Action",3.63291139240506
"166","Doom Generation, The","Comedy",1.64705882352941
"167","Feast of July","Drama",3.73493975903614
"168","First Knight","Action",4.28780487804878
"Romance","Romance","Romance",NA
"169","Free Willy 2: The Adventure Home","Adventure",3.34848484848485
"170","Hackers","Action",3.8
"171","Jeffrey","Comedy",4.00271739130435
"172","Johnny Mnemonic","Action",3.93798449612403
"173","Judge Dredd","Action",3.99319727891156
"174","Jury Duty","Comedy",4.47391304347826
"175","Kids","Drama",3.78870056497175
"176","Living in Oblivion","Comedy",3.07352941176471
"177","Lord of Illusions","Horror",3.84
"178","Love & Human Remains","Comedy",2.9
"179","Mad Love","Drama",3.60970677451972
"180","Mallrats","Comedy",3.8021978021978
"181","Mighty Morphin Power Rangers: The Movie","Action",3.95805739514349
"182","Moonlight and Valentino","Drama",3.61387900355872
"183","Mute Witness","Thriller",3.65986394557823
"184","Nadja","Drama",3.95118343195266
"185","Net, The","Sci-Fi",4.25278810408922
"186","Nine Months","Comedy",2.46153846153846
"187","Party Girl","Comedy",3.50757575757576
"188","Prophecy, The","Horror",3.0622009569378
"189","Reckless","Comedy",4.02857142857143
"190","Safe","Thriller",4.39072463768116
"191","Scarlet Letter, The","Drama",3.47641509433962
"192","Show, The","Documentary",4.29297658862876
"193","Showgirls","Drama",4.3037100949094
"194","Smoke","Drama",4.47772474144789
"195","Something to Talk About","Comedy",4.09748083242059
"196","Species","Horror",2.3625
"197","Stars Fell on Henrietta, The","Drama",2.66666666666667
"198","Strange Days","Action",4.12582417582418
"199","Umbrellas of Cherbourg, The","Drama",4.1338199513382
"200","Tie That Binds, The","Thriller",3.61111111111111
"201","Three Wishes","Drama",4.29545454545455
"202","Total Eclipse","Drama",4.40192539109507
"203","To Wong Foo, Thanks for Everything! Julie Newmar","Comedy",3.38095238095238
"204","Under Siege 2: Dark Territory","Action",4.07811228641172
"205","Unstrung Heroes","Comedy",4.42564655172414
"206","Unzipped","Documentary",4.24319727891156
"207","Walk in the Clouds, A","Drama",4.02312138728324
"208","Waterworld","Action",4.05405405405405
"209","White Man's Burden","Drama",4.02289281997919
"210","Wild Bill","Western",4.11157024793388
"211","Browning Version, The","Drama",4.45208333333333
"212","Bushwhacked","Comedy",4.27519613759807
"213","Burnt By the Sun","Drama",4.15958498023715
"214","Before the Rain","Drama",3.8042328042328
"215","Before Sunrise","Drama",3.6551724137931
"216","Billy Madison","Comedy",4.26890756302521
"217","Babysitter, The","Drama",4.19672131147541
"218","Boys on the Side","Comedy",4.21852731591449
"219","Cure, The","Drama",2.7680412371134
"220","Castle Freak","Horror",3.93959731543624
"222","Circle of Friends","Drama",4.11084529505582
"223","Clerks","Comedy",4.3615221987315
"224","Don Juan DeMarco","Comedy",4.28638497652582
"225","Disclosure","Drama",4.25180897250362
"226","Dream Man","Thriller",4.05309734513274
"227","Drop Zone","Action",3.86307053941909
"228","Destiny Turns on the Radio","Comedy",4.18759231905465
"229","Death and the Maiden","Drama",3.8695652173913
"230","Dolores Claiborne","Drama",4.14167916041979
"231","Dumb & Dumber","Comedy",4.08
"232","Eat Drink Man Woman","Comedy",3.63461538461538
"233","Exotica","Drama",4.3026973026973
"234","Exit to Eden","Comedy",4.32030505243089
"235","Ed Wood","Comedy",4.16499282639885
"236","French Kiss","Comedy",4.18888888888889
"237","Forget Paris","Comedy",4.23076923076923
"238","Far From Home: The Adventures of Yellow Dog","Adventure",4
"239","Goofy Movie, A","Animation",3.21428571428571
"Romance","Romance","Romance",NA
"240","Hideaway","Thriller",4.15204957102002
"241","Fluke","Children's",3.35714285714286
"242","Farinelli: il castrato","Drama",4.19334532374101
"243","Gordy","Comedy",3.98461538461538
"244","Gumby: The Movie","Animation",4.08217270194986
"245","Glass Shield, The","Crime",4.00558659217877
"246","Hoop Dreams","Documentary",4.00584795321637
"247","Heavenly Creatures","Drama",4.24583663758921
"Thriller","Thriller","Thriller",NA
"248","Houseguest","Comedy",4.215953307393
"249","Immortal Beloved","Drama",4.00545702592087
"250","Heavyweights","Children's",3.83333333333333
"251","Hunted, The","Action",4.38699360341151
"252","I.Q.","Comedy",4.10526315789474
"253","Interview with the Vampire","Drama",4.33924050632911
"254","Jefferson in Paris","Drama",4.14132379248658
"255","Jerky Boys, The","Comedy",4.28918322295806
"256","Junior","Comedy",3.40740740740741
"257","Just Cause","Mystery",4.21043771043771
"258","Kid in King Arthur's Court, A","Adventure",3.92161016949153
"Fantasy","Fantasy","Fantasy",NA
"259","Kiss of Death","Crime",4.1048758049678
"260","Star Wars: Episode IV - A New Hope","Action",4.096918767507
"Sci-Fi","Sci-Fi","Sci-Fi",NA
"261","Little Women","Drama",1.98989898989899
"262","Little Princess, A","Children's",4.30194805194805
"263","Ladybird Ladybird","Drama",3.82664233576642
"264","Enfer, L'","Drama",4.3764367816092
"265","Like Water for Chocolate","Drama",4.11
"266","Legends of the Fall","Drama",4.05447470817121
"Western","Western","Western",NA
"267","Major Payne","Comedy",3.95302897278314
"268","Little Odessa","Drama",4.09027081243731
"269","My Crazy Life","Drama",4.33333333333333
"270","Love Affair","Drama",3.48580441640379
"271","Losing Isaiah","Drama",4.16815476190476
"272","Madness of King George, The","Drama",1
"273","Mary Shelley's Frankenstein","Drama",3.99032133178475
"274","Man of the House","Comedy",3.80607082630691
"275","Mixed Nuts","Comedy",4.26666666666667
"276","Milk Money","Comedy",3.96575342465753
"277","Miracle on 34th Street","Drama",3.93362831858407
"278","Miami Rhapsody","Comedy",3.84615384615385
"279","My Family","Drama",4.25376344086022
"280","Murder in the First","Drama",3.88429752066116
"281","Nobody's Fool","Drama",4.25062866722548
"282","Nell","Drama",3.74742268041237
"283","New Jersey Drive","Crime",4.33333333333333
"284","New York Cop","Action",4.17328519855596
"285","Beyond Bedlam","Drama",4.03240740740741
"286","Nemesis 2: Nebula","Action",3.90455991516437
"287","Nina Takes a Lover","Comedy",4.17866004962779
"288","Natural Born Killers","Action",4.31238447319778
"289","Only You","Comedy",3.81569115815691
"290","Once Were Warriors","Crime",3.5859649122807
"291","Poison Ivy II","Thriller",4.11079545454545
"292","Outbreak","Action",4.17978533094812
"293","Professional, The","Crime",3.97252747252747
"Thriller","Thriller","Thriller",NA
"294","Perez Family, The","Comedy",3.30769230769231
"295","Pyromaniac's Love Story, A","Comedy",3.59130434782609
"296","Pulp Fiction","Crime",4.13329238329238
"297","Panther","Drama",4.01353637901861
"298","Pushing Hands","Comedy",4.14157973174367
